都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,定休日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
042056,0000000663,宮城県,気仙沼市,大谷鉱山歴史資料館,オオヤコウザンレキシシリョウカン,,,宮城県気仙沼市本吉町高瀬ヶ森58-16,,38.813477,141.547089,"水曜日（祝日等を除く）
年末年始",,,10:00～16:00,無し,,"　気仙沼市周辺は古くから産金地で、奥州藤原氏の都・平泉の黄金文化を支えたとも伝えられています。そうした歴史にふれることができる施設の一つが大谷鉱山歴史資料館です。明治から昭和にかけて日本屈指の金山とした栄えた大谷鉱山。最盛期の昭和10年代には年間約1トンもの金を産出し、従業員は1,500人を数えました。そこで実際に使われていた削岩機やトロッコ、産出された金鉱石のほか、操業の様子や従業員の生活を写した写真など、計450点の収蔵品が展示されています。",,三陸自動車道「大谷海岸IC」から車で約8分,"30台
大型バス10台",,本吉町産業振興公社,0226-44-3180,,,,http://kesennuma-kanko.jp/,
042030,0000000664,宮城県,塩竈市,みやぎ寿司海道（塩竈地区）,ミヤギスシカイドウ（シオガマチク）,,,宮城県塩竈市,,38.314362,141.022034,各店舗により異なります。,,,各店舗により異なります。,各店舗により異なります。,,日本有数の生マグロ水揚げ高を誇る港町・塩竈。四季折々の豊富な種類の魚が水揚げされる塩竈は、昔から寿司屋の数が多く、各店が独自の味と技で美味しさを競っています。米どころ宮城の米と、三陸沖の新鮮な魚介類をふんだんに使った塩竈の寿司を広くみなさまに提供し、そのおいしさを知ってもらおうと、寿司店11店舗が参加し、旬の一品などのメニューを提供しておりますので、ぜひお越しください。,,各店舗により異なります。,,,塩竈市観光物産協会,022-362-2525,,,,,
042030,0000000665,宮城県,塩竈市,浦戸桂島海水浴場,ウラトカツラシマカイスイヨクジョウ,,,宮城県塩竈市浦戸桂島,,38.333954,141.091217,期間中は無休,,,9:00～16:00,,,塩竈市営汽船で23分、&ldquo;ちょこっとリゾート気分&rdquo;が楽しめる「桂島海水浴場」。まだ海に入れない小さなお子さんも安心して楽しめるキッズエリア（無料）設置家族でワイワイ楽しめます。トイレのほか、脱衣所・シャワー・海の家も整備され、ゆったりとした島ならではの夏をお楽しみいただけます。※復旧工事が行われているため、一部の開放となっております。,,"・ＪＲ仙石線本塩釜駅より徒歩で10分→マリンゲート塩釜にて市営汽船に乗り換え23分→桂島下船徒歩5分
・三陸自動車道利府中ＩＣから車で約10分→マリンゲート塩釜にて市営汽船に乗り換え23分→桂島下船徒歩5分",マリンゲート塩釜の駐車場を利用　200台（1時間100円）,,塩竈市観光物産協会,022-362-2525,,,,http://kankoubussan.shiogama.miyagi.jp/　,
042030,0000000666,宮城県,塩竈市,浦戸諸島,ウラトショトウ,,,宮城県塩竈市浦戸,,38.337109,141.126862,,,,,市営汽船代（各島により変動。HPを参照）,,浦戸諸島は、日本三景松島の湾内に存在する桂島、野々島、寒風沢島、朴島の4つの島からなっています。島々では素晴らしい景観とともに、様々な伝説と歴史、そしてそれらが残した貴重な遺跡や史跡を観ることができます。,,JR仙石線本塩釜駅より徒歩7分→マリンゲート塩釜より塩竈市営汽船朴島行きに乗船。桂島20分、野々島27分、寒風沢31分、寒風沢38分、朴島45分でそれぞれ到着。,マリンゲート塩釜駐車場(有料),,塩竈市浦戸諸島開発総合センター,022-369-2240,,,,https://www.city.shiogama.miyagi.jp/site/urato/,
042056,0000000667,宮城県,気仙沼市,漁師の瓶玉作り（ミニ）,リョウシノビンダマヅクリ　ミニ,,,宮城県気仙沼市長崎237-9 小田の浜ビーチハウス内,,38.855415,141.621933,不定休,,,9：00～15：00,"大人　ひとつ1,500円",,昔は漁師の漁具として利用していた浮き玉。独特の縄の編み方を学習し、自分だけの瓶玉を作成します。,,"お車をご利用の場合
（岩手県方面から）三陸自動車道気仙沼鹿折ICから約10分
　（仙台方面から）三陸自動車道浦島大島ICから約10分
公共交通機関をご利用の場合
◆JR「気仙沼駅」下車→タクシーで約20分
◆仙台駅・一ノ関駅からそれぞれ気仙沼直通バスも運行中",,,気仙沼大島観光協会,0226-28-3000,,,,http://www.oshima-kanko.jp/play/index.html,
045811,0000000668,宮城県,女川町,女川のレンガみちに昇る「初日の出」,オナガワノレンガミチニノボル「ハツヒノデ」,,,宮城県牡鹿郡女川町女川二丁目,,38.446194,141.445297,,,,,,,　女川駅から海に向かって真っすぐ伸びるレンガみち。この道は、女川駅の後ろにある黒森山の山頂と初日の出が昇る地点を結ぶ方向になるように設計されています。このため、毎年元旦は、多くの方々が初日の出を見に女川町を訪れます。また、日の出を眺めた後は、駅前の商業エリアにて食事やお買い物もできます。１年の始まりをぜひ、女川で始めてみませんか。,,"JR石巻線女川駅から徒歩
三陸自動車道　石巻女川ICより車で30分",,,女川町役場　産業振興課,0225-54-3131,,,,,
045811,0000000669,宮城県,女川町,東日本大震災遺構　旧女川交番,ヒガシニホンダイシンサイイコウ　キュウオナガワコウバン,,,宮城県牡鹿郡女川町海岸通り（海岸広場内）,,38.444233,141.446915,,,,,,,　旧女川交番は、鉄筋コンクリート造2階建てで、東日本大震災における津波の引き波により、基礎部分の杭が引き抜かれ横倒しになったと考えられており、鉄筋コンクリート造の建物が津波で倒壊・転倒した事例は世界的にも珍しいものです。震災の記憶と教訓、また復興の歩みを後世へと引き継ぐとともに、未来に生きる人々が同じ悲しみを味わうことの無いように願い、震災遺構として保存されることになりました。交番を囲う壁には、震災前の町の様子や被災状況、まちづくりの過程などを記したパネルを展示しています。,,"JR石巻線女川駅から徒歩３分
三陸自動車道　石巻女川ICより車で約30分",駅前周辺町営駐車場,,女川町企画課,0225-54-3131,,,,,
041009,0000000670,宮城県,仙台市,仙台箪笥,センダイタンス,,,宮城県仙台市青葉区本町2-7-3ユノメ家具本店4階,,38.264404,140.874878,,,,,,,"仙台箪笥は「指物」「漆塗り」「金具」の職人の合作によって生み出されます。まさに３つの熟練した技が融合して創り出す。木地は欅や栗等で、打ち出しの錺金具が特徴、塗りは木目が見える木地呂塗りで横型の一本物が仙台箪笥の基本形です。宮城県知事指定（平成2年3月2日）経済産業大臣指定（平成27年6月18日）<style type=""text/css"">
p, li { white-space: pre-wrap; }
</style>※最新情報は公式サイト等でご確認ください。",,,,,仙台箪笥協同組合,022-225-8368,,,,http://www.sendai-tansu.com/,
043613,0000000671,宮城県,亘理町,亘理町B&G海洋センター艇庫,ワタリチョウビーアンドジーカイヨウセンターテイコ,,,宮城県亘理郡亘理町荒浜鳥の海7-6,,38.037865,140.906158,月曜・火曜,,,10：00～17：00,"１時間／１艇につき（舟艇機材の準備・艤装・説明・撤去を含む）

■１人乗りカヌー

大人　400円

子供　200円（10歳～18歳まで）

■２人乗りカヌー（完全予約制）

大人　600円

子供　300円（10歳～18歳まで）",,宮城県亘理町B&amp;G海洋センター艇庫では、話題のサップやカヌー、水上バイクやヨットなどのマリンスポーツを楽しんだり、魚釣りをしたり、海とふれあうことができる設備や機材を取り揃えています。また、海の安全教室の開催をはじめ、地域のコミュニティの拠点として様々なイベントを企画しております。家族でのお出かけ、職場の仲間とのレクリエーション、学生サークルなど、海とふれあう体験をしたいという方はお気軽にご相談・ご予約ください。,,"?仙台市から南に約26km（車で約50分・電車とタクシーでも約50分）
?仙台空港より南に約17km（県道10号線を車で約20分）

?宮城県JR亘理駅からタクシー：約15分",3台,,亘理町B&G海洋センター艇庫,0223-33-2210,,,,https://watari-bg.com/,
043613,0000000672,宮城県,亘理町,わたり温泉鳥の海,ワタリオンセントリノウミ,,,宮城県亘理郡亘理町荒浜字築港通り41-2,,38.036789,140.919296,なし,,,日帰り温泉　10：00～20：00（最終受付19：30）,"日帰り入浴　大人　700円・子ども250円
宿泊　11,000円～
",,宮城県亘理町にある弱アルカリ性の天然温泉。美肌の湯に癒されながら、東に太平洋、牡鹿半島や金華山、西に蔵王連峰の絶景を愉しめます。<br>お食事は秋の風物詩でもある「はらこめし」をはじめ旬の食材にこだわった料理をご用意。宿泊客室は景観とタイプで選べる全12室、夕・朝食とも、地元の食材を使用したこだわりの和食でおもてなし。,,"仙台空港から車で約20分
JR亘理駅からタクシーで約20分",90台,,わたり温泉鳥の海 ,0223-35-2744,,,,http://www.torinoumi.com/,
042030,0000000673,宮城県,塩竈市,みちのく潮風トレイル,ミチノクシオカゼトレイル,,,宮城県塩竈市,,38.314362,141.022034,,,,,"浦戸諸島コースのみ船代有。
大人
①桂島片道520円（市営汽船）
②片道3000円
子供
①桂島片道260円（市営汽船）
②片道1000円",,『みちのく潮風トレイル』は、青森県八戸市から福島県相馬市までの太平洋沿岸をつなぐロングトレイルです。塩竈市では、松島湾に浮かぶ有人島「浦戸諸島」を含むコースと、「志波彦神社・鹽竈神社」等を含むコースがあり、自然や歴史を感じることができます。「浦戸諸島」を含むコースでは、東松島市の宮戸から浦戸諸島までと浦戸諸島間では船に乗って移動します。,,"浦戸諸島コース
①塩竈市から浦戸諸島へのアクセス　マリンゲート塩釜から塩竈市営汽船乗船
［マリンゲート塩釜／塩竈市港町1-4-1（JR本塩釜駅より徒歩10分）］
②浦戸諸島から東松島市宮戸へのアクセス　寒風沢から渡船乗船
［運行期間4月～10月　事前予約制（名取トレイルセンター）",,,塩竈市観光物産協会,022-362-2525,,,,,
